BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
G000565,HON. PAUL A. GOSAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/24/2017,1/24/2017,FOOD & BEVERAGE,20.43,2017,BOISE CASCADE COMPANY
G000565,HON. PAUL A. GOSAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/7/2017,2/7/2017,FOOD & BEVERAGE,184.56,2017,BOISE CASCADE COMPANY
G000565,HON. PAUL A. GOSAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/16/2017,AP,E0493001,VALLEY PARTNERSHIP,2/17/2017,2/17/2017,FOOD & BEVERAGE,50,2017,VALLEY PARTNERSHIP
G000565,HON. PAUL A. GOSAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,2/27/2017,2/27/2017,FOOD & BEVERAGE,308.36,2017,BOISE CASCADE COMPANY
G000565,HON. PAUL A. GOSAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,12/30/2016,12/30/2016,FOOD & BEVERAGE,123.04,2016,BOISE CASCADE COMPANY
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-EB HOUSING AMP REAL E,1/3/2017,1/28/2017,FOOD & BEVERAGE,11.49,2017,CITI PCARD-EB HOUSING AMP REAL E
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-EB TRANSFORMATION OF,1/3/2017,1/28/2017,FOOD & BEVERAGE,70,2017,CITI PCARD-EB TRANSFORMATION OF
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-EVENTBRITE,1/3/2017,1/28/2017,FOOD & BEVERAGE,-35,2017,CITI PCARD-EVENTBRITE
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-GREATER GREENVILLE CHA,1/3/2017,1/28/2017,FOOD & BEVERAGE,85,2017,CITI PCARD-GREATER GREENVILLE CHA
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-GREATER GREER CHAMBE,1/3/2017,1/28/2017,FOOD & BEVERAGE,85,2017,CITI PCARD-GREATER GREER CHAMBE
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-PAYPAL  GSATC TA,1/3/2017,1/28/2017,FOOD & BEVERAGE,26.62,2017,CITI PCARD-PAYPAL  GSATC TA
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-SPARTANBURG AREA CHAMB,1/3/2017,1/28/2017,FOOD & BEVERAGE,40,2017,CITI PCARD-SPARTANBURG AREA CHAMB
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-GREATER GREENVILLE CHA,1/29/2017,2/28/2017,FOOD & BEVERAGE,75,2017,CITI PCARD-GREATER GREENVILLE CHA
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-L2G SPARTANBURG FARP,1/29/2017,2/28/2017,FOOD & BEVERAGE,10,2017,CITI PCARD-L2G SPARTANBURG FARP
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-SIMPSONVILLE CHAMBER,1/29/2017,2/28/2017,FOOD & BEVERAGE,50,2017,CITI PCARD-SIMPSONVILLE CHAMBER
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-SPARTANBURG AREA CHAMB,1/29/2017,2/28/2017,FOOD & BEVERAGE,90,2017,CITI PCARD-SPARTANBURG AREA CHAMB
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/9/2017,AP,E0474594,CRICK CYNTHIA S.,11/16/2016,11/21/2016,FOOD & BEVERAGE,32.13,2016,CRICK CYNTHIA S.
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-GREATER GREER CHAMBE,11/29/2016,12/28/2016,FOOD & BEVERAGE,25,2016,CITI PCARD-GREATER GREER CHAMBE
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/22/2017,AP,E0482566,TURNER KATHERINE C.,11/2/2016,11/21/2016,FOOD & BEVERAGE,18.09,2016,TURNER KATHERINE C.
G000566,HON. TREY GOWDY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/22/2017,AP,E0482566,TURNER KATHERINE C.,12/14/2016,12/14/2016,FOOD & BEVERAGE,22.75,2016,TURNER KATHERINE C.
G000377,HON. KAY GRANGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/10/2017,1/10/2017,FOOD & BEVERAGE,33.81,2017,BOISE CASCADE COMPANY
G000377,HON. KAY GRANGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/6/2017,AP,E0484748,QUENCH,2/1/2017,2/28/2017,FOOD & BEVERAGE,31,2017,QUENCH
G000377,HON. KAY GRANGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0484761,STANLEY NICHOLAS A.,1/4/2017,1/5/2017,FOOD & BEVERAGE,33,2017,STANLEY NICHOLAS A.
G000377,HON. KAY GRANGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0484761,STANLEY NICHOLAS A.,1/26/2017,1/26/2017,FOOD & BEVERAGE,10,2017,STANLEY NICHOLAS A.
G000377,HON. KAY GRANGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/21/2017,AP,E0489019,STANLEY NICHOLAS A.,2/6/2017,2/6/2017,FOOD & BEVERAGE,32,2017,STANLEY NICHOLAS A.
G000377,HON. KAY GRANGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/20/2017,AP,E0497606,KABERLE JONNI A.,2/27/2017,2/27/2017,FOOD & BEVERAGE,90.58,2017,KABERLE JONNI A.
G000377,HON. KAY GRANGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0500287,STANLEY NICHOLAS A.,2/13/2017,2/26/2017,FOOD & BEVERAGE,100.83,2017,STANLEY NICHOLAS A.
G000377,HON. KAY GRANGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0500287,STANLEY NICHOLAS A.,3/3/2017,3/3/2017,FOOD & BEVERAGE,29.2,2017,STANLEY NICHOLAS A.
G000377,HON. KAY GRANGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0475614,STANLEY NICHOLAS A.,11/30/2016,11/30/2016,FOOD & BEVERAGE,10,2016,STANLEY NICHOLAS A.
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-COMMUNITY COFFEE,1/3/2017,1/28/2017,FOOD & BEVERAGE,79.2,2017,CITI PCARD-COMMUNITY COFFEE
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-GIANT,1/3/2017,1/28/2017,FOOD & BEVERAGE,74.61,2017,CITI PCARD-GIANT
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/24/2017,AP,E0490289,SMITH JONATHAN M.,1/25/2017,1/25/2017,FOOD & BEVERAGE,20,2017,SMITH JONATHAN M.
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/24/2017,AP,E0490291,SCHLIEWE STACY F.,1/1/2017,1/31/2017,FOOD & BEVERAGE,115,2017,SCHLIEWE STACY F.
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0490287,DUNSTAN LYNN F.,1/1/2017,1/31/2017,FOOD & BEVERAGE,20,2017,DUNSTAN LYNN F.
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-ACME OYSTER HOUSE,1/29/2017,2/28/2017,FOOD & BEVERAGE,335.19,2017,CITI PCARD-ACME OYSTER HOUSE
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-CARLI CO CAFE,1/29/2017,2/28/2017,FOOD & BEVERAGE,132.06,2017,CITI PCARD-CARLI CO CAFE
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-LA CARRETA,1/29/2017,2/28/2017,FOOD & BEVERAGE,239.23,2017,CITI PCARD-LA CARRETA
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-SQ  CHAMBER,1/29/2017,2/28/2017,FOOD & BEVERAGE,75,2017,CITI PCARD-SQ  CHAMBER
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-WAL-MART,1/29/2017,2/28/2017,FOOD & BEVERAGE,67.61,2017,CITI PCARD-WAL-MART
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-WM SUPERCENTER,1/29/2017,2/28/2017,FOOD & BEVERAGE,48.73,2017,CITI PCARD-WM SUPERCENTER
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-ALBERTSONS,11/29/2016,12/28/2016,FOOD & BEVERAGE,65.97,2016,CITI PCARD-ALBERTSONS
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-JASON'S DELI,11/29/2016,12/28/2016,FOOD & BEVERAGE,92.99,2016,CITI PCARD-JASON'S DELI
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-RIVER REGION CHAMBER O,11/29/2016,12/28/2016,FOOD & BEVERAGE,25,2016,CITI PCARD-RIVER REGION CHAMBER O
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-WM SUPERCENTER,11/29/2016,12/28/2016,FOOD & BEVERAGE,9.32,2016,CITI PCARD-WM SUPERCENTER
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0479850,SCHLIEWE STACY F.,12/1/2016,12/31/2016,FOOD & BEVERAGE,82,2016,SCHLIEWE STACY F.
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0479854,SCHLIEWE STACY F.,9/27/2016,9/27/2016,FOOD & BEVERAGE,25,2016,SCHLIEWE STACY F.
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0479856,SCHLIEWE STACY F.,10/1/2016,10/31/2016,FOOD & BEVERAGE,123,2016,SCHLIEWE STACY F.
G000577,HON. GARRET GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-WM SUPERCENTER,12/29/2016,1/2/2017,FOOD & BEVERAGE,21.96,2017,CITI PCARD-WM SUPERCENTER
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/2/2017,AP,E0482048,NORTHLAND REGIONAL CHAMBER OF COMMERCE,1/23/2017,1/23/2017,FOOD & BEVERAGE,15,2017,NORTHLAND REGIONAL CHAMBER OF COMMERCE
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0487262,BURKE ASHLEY R.,1/6/2017,1/19/2017,FOOD & BEVERAGE,14.34,2017,BURKE ASHLEY R.
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,E0488982,BARRY MATTHEW,1/31/2017,1/31/2017,FOOD & BEVERAGE,6.74,2017,BARRY MATTHEW
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0490749,AGRICULTURAL BUSINESS COUNCIL,2/22/2017,2/22/2017,FOOD & BEVERAGE,50,2017,AGRICULTURAL BUSINESS COUNCIL
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/4/2017,AP,E0491632,NORTHLAND REGIONAL CHAMBER OF COMMERCE,2/21/2017,2/21/2017,FOOD & BEVERAGE,30,2017,NORTHLAND REGIONAL CHAMBER OF COMMERCE
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/8/2017,AP,E0491633,KIRCHNER MARY K,2/14/2017,2/14/2017,FOOD & BEVERAGE,17.63,2017,KIRCHNER MARY K
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/10/2017,AP,E0493610,KIRCHNER MARY K,2/17/2017,2/26/2017,FOOD & BEVERAGE,35.13,2017,KIRCHNER MARY K
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/14/2017,AP,E0493605,BLUE SPRINGS CHAMBER OF COMMERCE,2/2/2017,2/2/2017,FOOD & BEVERAGE,25,2017,BLUE SPRINGS CHAMBER OF COMMERCE
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0497771,HURLBERT JOSHUA E,2/1/2017,2/1/2017,FOOD & BEVERAGE,50,2017,HURLBERT JOSHUA E
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0502497,NICHOLS BRYAN V.,1/23/2017,1/27/2017,FOOD & BEVERAGE,60,2017,NICHOLS BRYAN V.
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0473228,HURLBERT JOSHUA E,8/30/2016,8/30/2016,FOOD & BEVERAGE,30,2016,HURLBERT JOSHUA E
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0473228,HURLBERT JOSHUA E,10/13/2016,10/13/2016,FOOD & BEVERAGE,84,2016,HURLBERT JOSHUA E
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0473228,HURLBERT JOSHUA E,11/17/2016,11/19/2016,FOOD & BEVERAGE,78.17,2016,HURLBERT JOSHUA E
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0475152,BURKE ASHLEY R.,12/10/2016,12/14/2016,FOOD & BEVERAGE,27.12,2016,BURKE ASHLEY R.
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0475410,NORTHLAND REGIONAL CHAMBER OF COMMERCE,11/17/2016,11/17/2016,FOOD & BEVERAGE,15,2016,NORTHLAND REGIONAL CHAMBER OF COMMERCE
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0475413,NORTHLAND REGIONAL CHAMBER OF COMMERCE,11/15/2016,11/15/2016,FOOD & BEVERAGE,25,2016,NORTHLAND REGIONAL CHAMBER OF COMMERCE
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0475416,NORTHLAND REGIONAL CHAMBER OF COMMERCE,12/2/2016,12/2/2016,FOOD & BEVERAGE,15,2016,NORTHLAND REGIONAL CHAMBER OF COMMERCE
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,E0478101,NICHOLS BRYAN V.,12/21/2016,12/21/2016,FOOD & BEVERAGE,4.3,2016,NICHOLS BRYAN V.
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0480983,ST JOSEPH METRO CHAMBER,12/8/2016,12/8/2016,FOOD & BEVERAGE,25,2016,ST JOSEPH METRO CHAMBER
G000546,HON. SAM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/2/2017,AP,E0482049,HURLBERT JOSHUA E,12/6/2016,12/6/2016,FOOD & BEVERAGE,9.26,2016,HURLBERT JOSHUA E
G000560,HON. TOM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0480586,JOYCE MORGAN K.,1/17/2017,1/17/2017,FOOD & BEVERAGE,55.8,2017,JOYCE MORGAN K.
G000560,HON. TOM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0489741,WHITMIRE JOHN,1/13/2017,1/13/2017,FOOD & BEVERAGE,30,2017,WHITMIRE JOHN
G000560,HON. TOM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-WAL-MART,1/29/2017,2/28/2017,FOOD & BEVERAGE,94.76,2017,CITI PCARD-WAL-MART
G000560,HON. TOM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0498772,JOYCE MORGAN K.,3/5/2017,3/5/2017,FOOD & BEVERAGE,73.98,2017,JOYCE MORGAN K.
G000560,HON. TOM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0475436,VAKHARIA SHIVANI B.,1/2/2017,1/2/2017,FOOD & BEVERAGE,43.96,2017,VAKHARIA SHIVANI B.
G000560,HON. TOM GRAVES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-WM SUPERCENTER,11/29/2016,12/28/2016,FOOD & BEVERAGE,114.25,2016,CITI PCARD-WM SUPERCENTER
G000553,HON. AL GREEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/10/2017,1/10/2017,FOOD & BEVERAGE,45.7,2017,BOISE CASCADE COMPANY
G000553,HON. AL GREEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-CROWN PLAZA RELIANT PA,1/3/2017,1/28/2017,FOOD & BEVERAGE,205.34,2017,CITI PCARD-CROWN PLAZA RELIANT PA
G000553,HON. AL GREEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/3/2017,2/3/2017,FOOD & BEVERAGE,32.36,2017,BOISE CASCADE COMPANY
G000553,HON. AL GREEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/6/2017,2/6/2017,FOOD & BEVERAGE,56.21,2017,BOISE CASCADE COMPANY
G000553,HON. AL GREEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,2/23/2017,2/23/2017,FOOD & BEVERAGE,4.92,2017,BOISE CASCADE COMPANY
G000553,HON. AL GREEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/23/2017,2/23/2017,FOOD & BEVERAGE,28.22,2017,BOISE CASCADE COMPANY
G000553,HON. AL GREEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/29/2016,12/29/2016,FOOD & BEVERAGE,65.33,2016,BOISE CASCADE COMPANY
G000553,HON. AL GREEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,E0480737,WEBSTER CRYSTAL R.,12/10/2016,12/10/2016,FOOD & BEVERAGE,33.4,2016,WEBSTER CRYSTAL R.
G000568,HON. H. MORGAN GRIFFITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/26/2017,AP,E0480791,KWIK KAFE COMPANY INC,1/12/2017,1/12/2017,FOOD & BEVERAGE,34.85,2017,KWIK KAFE COMPANY INC
G000568,HON. H. MORGAN GRIFFITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0498186,KWIK KAFE COMPANY INC,3/9/2017,3/9/2017,FOOD & BEVERAGE,33.9,2017,KWIK KAFE COMPANY INC
G000568,HON. H. MORGAN GRIFFITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0498201,FEDENISN JENNIFER D.,2/2/2017,2/17/2017,FOOD & BEVERAGE,45,2017,FEDENISN JENNIFER D.
G000568,HON. H. MORGAN GRIFFITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/4/2017,AP,E0474168,FEDENISN JENNIFER D.,12/1/2016,12/1/2016,FOOD & BEVERAGE,75,2016,FEDENISN JENNIFER D.
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-BAGGINS GOURMET SANDWI,1/3/2017,1/28/2017,FOOD & BEVERAGE,168.72,2017,CITI PCARD-BAGGINS GOURMET SANDWI
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-BROTHER JOHN'S BBQ,1/3/2017,1/28/2017,FOOD & BEVERAGE,389.03,2017,CITI PCARD-BROTHER JOHN'S BBQ
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-BRUEGGER'S BAGELS,1/3/2017,1/28/2017,FOOD & BEVERAGE,11.52,2017,CITI PCARD-BRUEGGER'S BAGELS
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-HARRIS TEETER,1/3/2017,1/28/2017,FOOD & BEVERAGE,26.97,2017,CITI PCARD-HARRIS TEETER
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-MCDONALD'S,1/3/2017,1/28/2017,FOOD & BEVERAGE,14.33,2017,CITI PCARD-MCDONALD'S
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-SAFEWAY  STORE,1/3/2017,1/28/2017,FOOD & BEVERAGE,28.74,2017,CITI PCARD-SAFEWAY  STORE
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-SAFEWAY STORE,1/3/2017,1/28/2017,FOOD & BEVERAGE,3.98,2017,CITI PCARD-SAFEWAY STORE
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-STARBUCKS STORE,1/3/2017,1/28/2017,FOOD & BEVERAGE,17.24,2017,CITI PCARD-STARBUCKS STORE
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-AMAZON MKTPLACE PMTS,1/29/2017,2/28/2017,FOOD & BEVERAGE,19.27,2017,CITI PCARD-AMAZON MKTPLACE PMTS
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-CREAMERY DD,1/29/2017,2/28/2017,FOOD & BEVERAGE,2.1,2017,CITI PCARD-CREAMERY DD
G000551,HON. RAUL M. GRIJALVA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-HARRIS TEETER,1/29/2017,2/28/2017,FOOD & BEVERAGE,19.16,2017,CITI PCARD-HARRIS TEETER
